galaxy,formula_family,audit_lane,primary_blocker,scale_radius_source_status,scale_radius_kpc,s4g_match_status,s4g_name,s4g_disk_component_source,s4g_model_components,s4g_model_quality_values,s4g_component_support_status,missing_required_fields,manifest_confidence,manifest_caveat,endpoint_eligibility_status,next_action,audit_claim_boundary
UGC08490,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC08550,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC08837,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,1.9218277298597628,S4G_MATCHED,UGC08837,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC09037,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC09133,K_compact_finite,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,compact_support_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC09992,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,0.7926502176461918,S4G_MATCHED,UGC09992,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.45,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC10310,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.213696041092845,S4G_MATCHED,UGC10310,D:expdisk_hr3,D,5.0,S4G_EXPDISK_SUPPORT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.45,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC11455,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC11557,K_exponential_disk,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc,0.65,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC11820,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC12632,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.85,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGC12732,K_scale_tail_spiral,PARTIAL_SCALE_READY_KERNEL_BLOCKED,family_label_and_kernel_fields,ACCEPTED_SOURCE_OBSERVABLE,2.390226067720643,S4G_MATCHED,UGC12732,D:expdisk_hr3,D;BAR,5.0,S4G_EXPDISK_WITH_BAR_CAVEAT,tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.65,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,collect family-specific kernel observables before endpoint eligibility,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGCA281,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,0.8,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
UGCA442,K_scale_tail_spiral,NO_S4G_MATCH_EXTERNAL_SOURCE_NEEDED,family_label_and_kernel_fields,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,NO_S4G_MATCH,,,,,NO_ACCEPTED_SCALE_TO_AUDIT,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,1.0,none,BLOCKED_NOT_ENDPOINT_ELIGIBLE,crossmatch NED/NED-D/DustPedia or other residual-blind morphology source,accepted_manifest_audit_not_endpoint_score_not_family_validation
