galaxy,split,role,formula_family,formula_family_candidate,family_label_source_status,family_label_claim_boundary,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,scale_radius_kpc,scale_radius_source_status,tail_inner_radius_kpc,tail_cutoff_radius_kpc,compact_support_radius_kpc,thickness_h_over_rs,ring_radius_kpc,bar_m2_strength,lopsided_m1_strength,source_dataset,measurement_method,pre_scoring_timestamp,residual_blind_certification,observable_provenance,accepted_source_status,missing_required_fields,caveat_tokens,endpoint_eligibility_status,endpoint_blocker,claim_boundary
NGC3992,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,56.0,0.097046413502,7.719031378239964,ACCEPTED_SOURCE_OBSERVABLE,,,,,,6.894044069522217,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC4010,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,89.0,0.138888888889,2.301214530367252,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC4051,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,49.0,0.138888888889,3.905170533052142,ACCEPTED_SOURCE_OBSERVABLE,,,,,,5.23598283761181,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,few_rotation_points;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC4068,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,44.0,0.050343249428,0.6491493822643865,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC4085,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,82.0,0.138888888889,1.3962620900298162,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,few_rotation_points;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC4100,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,73.0,0.138888888889,4.380772374047512,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC4138,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,53.0,0.138888888889,1.382299482445311,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,compact_support_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC4157,train,middle,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,82.0,0.138888888889,3.124136359862749,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC4217,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,86.0,0.138888888889,2.520252999266957,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC4559,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,67.0,0.3,2.1554796680624935,ACCEPTED_SOURCE_OBSERVABLE,,,,,,1.162388163318236,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,large_distance_error,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC5005,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,68.0,0.08875739645,3.148701937592276,ACCEPTED_SOURCE_OBSERVABLE,,,,,,4.628419888813365,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC5033,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,66.0,0.299363057325,4.9269679911951005,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,compact_support_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC5055,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.9,vertical_geometry_proxy_only,55.0,0.030303030303,0.719467664092647,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC5371,train,candidate,K_thick_flared,K_thick_flared,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.75,large_distance_error;vertical_geometry_proxy_only,53.0,0.249874055416,6.7518777916411965,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,thickness_h_over_rs,large_distance_error;vertical_geometry_proxy_only,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;thickness_h_over_rs,partial_field_level_accepted_observables_not_endpoint_validation
NGC5585,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,51.0,0.300283286119,1.5577077456186188,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,large_distance_error,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC6015,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,60.0,0.3,2.7626597230842966,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,large_distance_error,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC6195,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,62.0,0.100156494523,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC6503,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,74.0,0.049520766773,0.899249968469682,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC6674,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,54.0,0.19921875,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
NGC7793,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,47.0,0.049861495845,1.3135069498792606,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
NGC7814,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,90.0,0.045833333333,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
PGC51017,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,66.0,0.102941176471,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC00128,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,57.0,0.150387596899,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC00191,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,45.0,0.298245614035,1.6489418445348862,ACCEPTED_SOURCE_OBSERVABLE,,,,,,1.163958981638605,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC00634,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.45,few_rotation_points;low_inclination;large_distance_error,37.0,0.249190938511,2.7414732330990277,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC01230,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,low_inclination,22.0,0.199255121043,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC01281,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,90.0,0.045540796964,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC02455,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,51.0,0.300578034682,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC02487,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,low_inclination,36.0,0.150506512301,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC02885,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,64.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC02916,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,50.0,0.149847094801,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC02953,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,50.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC03205,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,67.0,0.2,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
