galaxy,split,coarse_formula_family,dominant_intake_family,dominant_evidence_status,n_nonzero_source_components,source_supported_components,proxy_or_missing_components,component_gate,normalization_status,normalization_candidate_present,proxy_gate_status,orientation_status,memory_status,memory_projection_status,freeze_status,endpoint_scores_computed,endpoint_freeze_allowed,claim_boundary
NGC7793,train,K_exponential_disk,K_compact_finite,SOURCE_CANDIDATE_COMPACT_READY,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
NGC7814,train,K_compact_finite,K_compact_finite,SOURCE_CANDIDATE_COMPACT_READY,3,K_compact_finite;K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
PGC51017,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC00128,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC00191,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,2,K_scale_tail_spiral;K_exponential_disk,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC00634,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC01230,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC01281,train,K_exponential_disk,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC02455,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC02487,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC02885,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC02916,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC02953,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC03205,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC03546,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC04278,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC04325,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC04483,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05005,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05253,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05721,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05750,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05764,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05918,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC05999,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06399,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06446,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06614,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06628,train,K_scale_tail_spiral,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,2,K_scale_tail_spiral;K_exponential_disk,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06667,train,K_scale_tail_spiral,K_thick_flared,PROXY_OR_PARTIAL_SOURCE_ONLY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06786,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06787,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06923,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06930,train,K_exponential_disk,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC06973,train,K_compact_finite,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,2,K_scale_tail_spiral,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC07089,train,K_exponential_disk,K_exponential_disk,SOURCE_CANDIDATE_S4G_SCALE_READY,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC07125,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,3,K_scale_tail_spiral;K_exponential_disk,K_thick_flared,COMPONENT_PROXY_OR_MISSING,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_BLOCKED_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_ORIENTATION_NOT_READY,FREEZE_BLOCKED_ORIENTATION_PROMOTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC07232,train,K_scale_tail_spiral,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,FREEZE_BLOCKED_MEMORY_PROJECTION_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
UGC07323,train,K_exponential_disk,K_scale_tail_spiral,SOURCE_CANDIDATE_HI_TAIL_READY,1,K_scale_tail_spiral,,SOURCE_CANDIDATES_PRESENT,FORMULA_CONDITIONAL_NORMALIZATION_CANDIDATE_PRESENT_NOT_ACCEPTED,True,RESOLVED_DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,MEMORY_PROXY_AVAILABLE_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,FREEZE_BLOCKED_PROJECTION_ACCEPTANCE_NOT_ACCEPTED,False,False,l2_weight_freeze_readiness_audit_not_endpoint
