galaxy,split,formula_family,inclusion_lane,allowed_use,orientation_gate_status,projection_status,memory_status,memory_projection_gate_status,blocked_orientation_components,minimal_acquisition_need,strict_ready,caution_ready,acquisition_required,endpoint_scores_computed,uses_vobs_or_residual,claim_boundary
NGC6195,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC6674,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
NGC7793,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC00191,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC02455,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC02487,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC02885,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC02916,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC02953,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC03205,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC03546,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC04325,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC05253,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06614,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06628,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06786,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06787,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC06923,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07232,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC07323,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC09133,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_BLOCKED_INVERSE_DIAGNOSTIC_NOT_ACCEPTED,BLOCKED_MEMORY_HISTORY_ACCEPTANCE,none,needs_residual_blind_memory_history_source,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC11557,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,MEMORY_CAUTION_CURRENT_READOUT_CONSISTENT_WITH_SOURCE_FLAGS,BLOCKED_PROJECTION_ACCEPTANCE,none,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution,False,True,False,False,False,inclusion_lane_expansion_audit_not_endpoint
UGC09037,train,K_exponential_disk,STRICT_READY_CANDIDATE,strict_preendpoint_freeze_candidate,ORIENTATION_PROMOTION_READY_FOR_ACTIVE_COMPONENTS,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,MEMORY_NOT_REQUIRED_CURRENT_READOUT_CONSISTENT,MEMORY_PROJECTION_READY_CANDIDATE,none,needs_accepted_q_i_assignment_and_normalization_law,True,False,False,False,False,inclusion_lane_expansion_audit_not_endpoint
